item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM05809,TXN01939,PROD0377,3,4584.28,5,13065.2
ITEM05810,TXN01939,PROD0151,3,3371.98,15,8598.55
ITEM05811,TXN01940,PROD0160,2,2866.25,10,5159.25
ITEM05812,TXN01940,PROD0302,3,982.36,0,2947.08
ITEM05813,TXN01940,PROD0092,3,2186.59,0,6559.77
ITEM05814,TXN01941,PROD0061,2,957.38,0,1914.76
ITEM05815,TXN01941,PROD0334,2,3607.59,10,6493.66
ITEM05816,TXN01941,PROD0392,2,1920.14,5,3648.27
ITEM05817,TXN01941,PROD0451,1,2081.84,10,1873.66
ITEM05818,TXN01941,PROD0415,3,1973.08,15,5031.35
ITEM05819,TXN01942,PROD0062,2,916.88,0,1833.76
ITEM05820,TXN01942,PROD0497,2,3038.49,15,5165.43
ITEM05821,TXN01942,PROD0390,2,2734.76,10,4922.57
ITEM05822,TXN01942,PROD0196,2,1790.76,15,3044.29
ITEM05823,TXN01942,PROD0493,2,4302.99,10,7745.38
ITEM05824,TXN01943,PROD0359,2,2477.83,15,4212.31
ITEM05825,TXN01943,PROD0181,2,235.07,5,446.63
ITEM05826,TXN01943,PROD0319,2,3812.12,10,6861.82
ITEM05827,TXN01944,PROD0138,1,2417.32,15,2054.72
ITEM05828,TXN01944,PROD0179,3,784.46,15,2000.37
ITEM05829,TXN01945,PROD0102,3,3010.8,15,7677.54
ITEM05830,TXN01945,PROD0207,2,2872.01,5,5456.82
ITEM05831,TXN01945,PROD0023,3,3364.59,10,9084.39
ITEM05832,TXN01945,PROD0001,3,1854.14,0,5562.42
ITEM05833,TXN01945,PROD0350,1,3450.07,5,3277.57
ITEM05834,TXN01946,PROD0223,1,1128.32,15,959.07
ITEM05835,TXN01946,PROD0074,3,4667.81,5,13303.26
ITEM05836,TXN01946,PROD0150,2,2078.42,15,3533.31
ITEM05837,TXN01947,PROD0350,2,3450.07,15,5865.12
ITEM05838,TXN01947,PROD0175,3,2584.51,15,6590.5
ITEM05839,TXN01947,PROD0214,1,2851.21,15,2423.53
ITEM05840,TXN01948,PROD0016,1,1278.69,15,1086.89
ITEM05841,TXN01948,PROD0149,2,4118.4,10,7413.12
ITEM05842,TXN01948,PROD0406,2,4802.55,0,9605.1
ITEM05843,TXN01949,PROD0477,1,2734.01,5,2597.31
ITEM05844,TXN01949,PROD0062,1,916.88,10,825.19
ITEM05845,TXN01950,PROD0288,3,2643.78,15,6741.64
ITEM05846,TXN01950,PROD0462,1,583.56,0,583.56
ITEM05847,TXN01950,PROD0122,2,2515.21,5,4778.9
ITEM05848,TXN01950,PROD0043,2,2946.81,10,5304.26
ITEM05849,TXN01951,PROD0451,1,2081.84,5,1977.75
ITEM05850,TXN01951,PROD0487,2,1419.76,5,2697.54
ITEM05851,TXN01951,PROD0126,3,4603.66,10,12429.88
ITEM05852,TXN01951,PROD0317,1,1201.94,10,1081.75
ITEM05853,TXN01951,PROD0369,2,4270.01,10,7686.02
ITEM05854,TXN01952,PROD0149,2,4118.4,0,8236.8
ITEM05855,TXN01953,PROD0498,1,4145.66,5,3938.38
ITEM05856,TXN01953,PROD0203,1,3892.6,10,3503.34
ITEM05857,TXN01953,PROD0404,3,4836.09,0,14508.27
ITEM05858,TXN01953,PROD0251,1,1232.6,5,1170.97
ITEM05859,TXN01954,PROD0129,1,731.47,0,731.47
ITEM05860,TXN01954,PROD0154,3,3884.49,10,10488.12
ITEM05861,TXN01954,PROD0358,1,2917.7,5,2771.81
ITEM05862,TXN01954,PROD0312,3,4078.71,0,12236.13
ITEM05863,TXN01954,PROD0180,2,3900.95,10,7021.71
ITEM05864,TXN01955,PROD0175,2,2584.51,15,4393.67
ITEM05865,TXN01955,PROD0056,2,986.97,0,1973.94
ITEM05866,TXN01955,PROD0460,3,2589.57,15,6603.4
ITEM05867,TXN01955,PROD0360,3,1576.07,10,4255.39
ITEM05868,TXN01956,PROD0098,3,2104.67,15,5366.91
ITEM05869,TXN01956,PROD0062,1,916.88,15,779.35
ITEM05870,TXN01957,PROD0295,3,2348.68,10,6341.44
ITEM05871,TXN01957,PROD0055,3,2221.54,5,6331.39
ITEM05872,TXN01958,PROD0244,1,3331.32,0,3331.32
ITEM05873,TXN01958,PROD0093,1,4395.24,0,4395.24
ITEM05874,TXN01958,PROD0265,3,473.65,10,1278.85
ITEM05875,TXN01959,PROD0391,1,806.45,0,806.45
ITEM05876,TXN01959,PROD0255,2,3985.7,5,7572.83
ITEM05877,TXN01959,PROD0164,2,2139.78,10,3851.6
ITEM05878,TXN01960,PROD0423,3,628.08,0,1884.24
ITEM05879,TXN01960,PROD0317,3,1201.94,10,3245.24
ITEM05880,TXN01960,PROD0231,1,2278.89,5,2164.95
ITEM05881,TXN01961,PROD0454,2,3867.57,0,7735.14
ITEM05882,TXN01961,PROD0213,2,2520.38,15,4284.65
ITEM05883,TXN01961,PROD0471,1,4741.08,15,4029.92
ITEM05884,TXN01961,PROD0176,2,1818.1,15,3090.77
ITEM05885,TXN01962,PROD0171,3,1091.73,5,3111.43
ITEM05886,TXN01962,PROD0212,2,248.91,5,472.93
ITEM05887,TXN01962,PROD0106,1,4111.61,5,3906.03
ITEM05888,TXN01963,PROD0104,1,2484.35,5,2360.13
ITEM05889,TXN01963,PROD0303,2,2163.99,0,4327.98
ITEM05890,TXN01963,PROD0483,1,3261.29,15,2772.1
ITEM05891,TXN01963,PROD0117,3,2017.68,0,6053.04
ITEM05892,TXN01964,PROD0497,3,3038.49,0,9115.47
ITEM05893,TXN01964,PROD0071,2,1486.69,0,2973.38
ITEM05894,TXN01964,PROD0361,2,675.95,15,1149.12
ITEM05895,TXN01965,PROD0332,2,3774.04,15,6415.87
ITEM05896,TXN01966,PROD0228,1,2902.86,10,2612.57
ITEM05897,TXN01967,PROD0483,2,3261.29,0,6522.58
ITEM05898,TXN01967,PROD0296,2,229.1,10,412.38
ITEM05899,TXN01967,PROD0428,1,521.95,15,443.66
ITEM05900,TXN01968,PROD0302,3,982.36,15,2505.02
ITEM05901,TXN01968,PROD0128,2,4961.39,5,9426.64
ITEM05902,TXN01969,PROD0185,1,4914.92,5,4669.17
ITEM05903,TXN01969,PROD0177,1,322.42,10,290.18
ITEM05904,TXN01970,PROD0190,3,4578.19,10,12361.11
ITEM05905,TXN01970,PROD0418,3,2569.53,15,6552.3
ITEM05906,TXN01970,PROD0167,3,4582.9,5,13061.26
ITEM05907,TXN01970,PROD0298,3,875.85,10,2364.8
ITEM05908,TXN01970,PROD0141,2,1361.81,0,2723.62
ITEM05909,TXN01971,PROD0491,1,3695.07,5,3510.32
ITEM05910,TXN01971,PROD0346,1,1759.02,5,1671.07
ITEM05911,TXN01972,PROD0474,2,4574.08,10,8233.34
ITEM05912,TXN01973,PROD0003,3,3055.36,5,8707.78
ITEM05913,TXN01973,PROD0312,2,4078.71,0,8157.42
ITEM05914,TXN01974,PROD0349,3,4038.58,5,11509.95
ITEM05915,TXN01975,PROD0495,1,774.07,5,735.37
ITEM05916,TXN01975,PROD0251,3,1232.6,0,3697.8
ITEM05917,TXN01976,PROD0461,2,2729.27,10,4912.69
ITEM05918,TXN01976,PROD0339,1,646.61,0,646.61
ITEM05919,TXN01976,PROD0217,3,2883.48,15,7352.87
ITEM05920,TXN01977,PROD0337,3,1035.35,10,2795.44
ITEM05921,TXN01977,PROD0192,3,1542.77,15,3934.06
ITEM05922,TXN01977,PROD0492,1,399.49,0,399.49
ITEM05923,TXN01977,PROD0080,1,1786.48,0,1786.48
ITEM05924,TXN01977,PROD0176,3,1818.1,10,4908.87
ITEM05925,TXN01978,PROD0466,3,814.73,10,2199.77
ITEM05926,TXN01978,PROD0462,1,583.56,5,554.38
ITEM05927,TXN01979,PROD0228,2,2902.86,5,5515.43
ITEM05928,TXN01979,PROD0395,2,556.61,0,1113.22
ITEM05929,TXN01979,PROD0316,1,2072.28,10,1865.05
ITEM05930,TXN01980,PROD0058,2,4183.93,10,7531.07
ITEM05931,TXN01980,PROD0176,1,1818.1,5,1727.19
ITEM05932,TXN01980,PROD0264,2,3546.47,10,6383.65
ITEM05933,TXN01981,PROD0186,3,3839.75,15,9791.36
ITEM05934,TXN01981,PROD0406,3,4802.55,0,14407.65
ITEM05935,TXN01982,PROD0488,3,3596.62,5,10250.37
ITEM05936,TXN01982,PROD0128,1,4961.39,10,4465.25
ITEM05937,TXN01983,PROD0253,3,3717.09,15,9478.58
ITEM05938,TXN01984,PROD0066,2,2963.2,10,5333.76
ITEM05939,TXN01984,PROD0147,2,941.32,10,1694.38
ITEM05940,TXN01984,PROD0179,1,784.46,10,706.01
ITEM05941,TXN01985,PROD0333,1,655.45,0,655.45
ITEM05942,TXN01985,PROD0383,2,4761.28,5,9046.43
ITEM05943,TXN01986,PROD0271,2,2695.04,5,5120.58
ITEM05944,TXN01986,PROD0162,1,2973.3,5,2824.64
ITEM05945,TXN01986,PROD0205,1,4355.52,0,4355.52
ITEM05946,TXN01986,PROD0203,1,3892.6,10,3503.34
ITEM05947,TXN01987,PROD0076,3,2497.74,0,7493.22
ITEM05948,TXN01987,PROD0382,1,2948.86,0,2948.86
ITEM05949,TXN01988,PROD0119,1,493.91,0,493.91
ITEM05950,TXN01988,PROD0287,3,2530.96,0,7592.88
ITEM05951,TXN01988,PROD0273,1,3306.77,10,2976.09
ITEM05952,TXN01988,PROD0405,3,4320.4,5,12313.14
ITEM05953,TXN01989,PROD0486,1,1437.35,15,1221.75
ITEM05954,TXN01989,PROD0450,3,1676.45,15,4274.95
ITEM05955,TXN01989,PROD0241,3,1584.15,10,4277.21
ITEM05956,TXN01989,PROD0194,3,3414.16,10,9218.23
ITEM05957,TXN01990,PROD0230,3,4116.06,10,11113.36
ITEM05958,TXN01990,PROD0219,1,2518.3,0,2518.3
ITEM05959,TXN01991,PROD0378,3,1991.87,0,5975.61
ITEM05960,TXN01991,PROD0488,2,3596.62,0,7193.24
ITEM05961,TXN01991,PROD0427,3,3407.6,15,8689.38
ITEM05962,TXN01992,PROD0293,2,250.7,0,501.4
ITEM05963,TXN01992,PROD0493,2,4302.99,5,8175.68
ITEM05964,TXN01993,PROD0242,1,3297.3,5,3132.43
ITEM05965,TXN01993,PROD0441,3,554.87,10,1498.15
ITEM05966,TXN01994,PROD0379,1,709.74,5,674.25
ITEM05967,TXN01995,PROD0492,2,399.49,10,719.08
ITEM05968,TXN01996,PROD0127,3,2324.8,0,6974.4
ITEM05969,TXN01996,PROD0227,2,2054.35,10,3697.83
ITEM05970,TXN01996,PROD0082,1,3013.94,15,2561.85
ITEM05971,TXN01996,PROD0190,2,4578.19,10,8240.74
ITEM05972,TXN01997,PROD0241,2,1584.15,10,2851.47
ITEM05973,TXN01997,PROD0143,3,4846.28,0,14538.84
ITEM05974,TXN01997,PROD0284,2,2420.24,0,4840.48
ITEM05975,TXN01997,PROD0052,1,4545.38,0,4545.38
ITEM05976,TXN01997,PROD0234,1,515.38,5,489.61
ITEM05977,TXN01998,PROD0376,3,4405.0,0,13215.0
ITEM05978,TXN01998,PROD0305,3,1612.07,15,4110.78
ITEM05979,TXN01998,PROD0190,3,4578.19,0,13734.57
ITEM05980,TXN01998,PROD0367,3,4146.7,0,12440.1
ITEM05981,TXN01999,PROD0144,3,1878.4,10,5071.68
ITEM05982,TXN01999,PROD0386,2,2502.68,5,4755.09
ITEM05983,TXN01999,PROD0112,1,3476.03,15,2954.63
ITEM05984,TXN02000,PROD0209,1,3111.13,0,3111.13
ITEM05985,TXN02000,PROD0385,2,3340.68,0,6681.36
ITEM05986,TXN02001,PROD0422,2,1709.58,15,2906.29
ITEM05987,TXN02002,PROD0182,3,1251.18,10,3378.19
ITEM05988,TXN02002,PROD0042,3,892.48,5,2543.57
ITEM05989,TXN02002,PROD0216,2,2867.62,10,5161.72
ITEM05990,TXN02002,PROD0210,3,1404.02,5,4001.46
ITEM05991,TXN02002,PROD0159,1,4958.32,0,4958.32
ITEM05992,TXN02003,PROD0215,2,3506.81,10,6312.26
ITEM05993,TXN02003,PROD0436,1,3668.09,5,3484.69
ITEM05994,TXN02003,PROD0103,2,2515.95,5,4780.3
ITEM05995,TXN02003,PROD0382,1,2948.86,15,2506.53
ITEM05996,TXN02004,PROD0259,2,3917.11,15,6659.09
ITEM05997,TXN02005,PROD0436,3,3668.09,10,9903.84
ITEM05998,TXN02005,PROD0356,2,1957.32,0,3914.64
ITEM05999,TXN02005,PROD0294,3,2783.69,5,7933.52
ITEM06000,TXN02006,PROD0268,3,338.68,10,914.44
ITEM06001,TXN02007,PROD0138,2,2417.32,15,4109.44
ITEM06002,TXN02008,PROD0387,3,4914.8,0,14744.4
ITEM06003,TXN02008,PROD0354,3,284.72,10,768.74
ITEM06004,TXN02008,PROD0142,3,1051.7,10,2839.59
ITEM06005,TXN02009,PROD0160,3,2866.25,5,8168.81
ITEM06006,TXN02009,PROD0006,1,4212.81,10,3791.53
ITEM06007,TXN02009,PROD0409,3,413.67,0,1241.01
ITEM06008,TXN02009,PROD0313,2,3264.29,0,6528.58
ITEM06009,TXN02009,PROD0220,3,794.89,0,2384.67
ITEM06010,TXN02010,PROD0286,1,688.92,10,620.03
ITEM06011,TXN02010,PROD0340,2,347.67,15,591.04
ITEM06012,TXN02010,PROD0090,2,2955.15,10,5319.27
ITEM06013,TXN02010,PROD0140,2,3805.42,15,6469.21
ITEM06014,TXN02011,PROD0255,3,3985.7,10,10761.39
ITEM06015,TXN02011,PROD0353,1,507.01,5,481.66
ITEM06016,TXN02011,PROD0190,1,4578.19,10,4120.37
ITEM06017,TXN02011,PROD0497,3,3038.49,15,7748.15
ITEM06018,TXN02011,PROD0074,1,4667.81,0,4667.81
ITEM06019,TXN02012,PROD0254,2,2250.88,15,3826.5
ITEM06020,TXN02013,PROD0241,1,1584.15,15,1346.53
ITEM06021,TXN02013,PROD0115,3,4928.25,10,13306.27
ITEM06022,TXN02014,PROD0111,2,4360.4,15,7412.68
ITEM06023,TXN02015,PROD0308,2,3206.69,5,6092.71
ITEM06024,TXN02015,PROD0223,2,1128.32,15,1918.14
ITEM06025,TXN02015,PROD0379,1,709.74,5,674.25
ITEM06026,TXN02015,PROD0454,2,3867.57,0,7735.14
ITEM06027,TXN02015,PROD0083,3,462.78,10,1249.51
ITEM06028,TXN02016,PROD0224,2,2436.01,10,4384.82
ITEM06029,TXN02017,PROD0438,3,2879.8,10,7775.46
ITEM06030,TXN02017,PROD0241,3,1584.15,10,4277.21
ITEM06031,TXN02018,PROD0114,2,419.13,5,796.35
ITEM06032,TXN02018,PROD0112,1,3476.03,5,3302.23
ITEM06033,TXN02018,PROD0151,1,3371.98,10,3034.78
ITEM06034,TXN02018,PROD0295,2,2348.68,15,3992.76
ITEM06035,TXN02019,PROD0409,3,413.67,0,1241.01
ITEM06036,TXN02019,PROD0181,2,235.07,0,470.14
ITEM06037,TXN02020,PROD0330,3,4624.24,0,13872.72
ITEM06038,TXN02020,PROD0354,2,284.72,15,484.02
ITEM06039,TXN02020,PROD0351,3,2035.04,10,5494.61
ITEM06040,TXN02021,PROD0205,3,4355.52,10,11759.9
ITEM06041,TXN02021,PROD0047,1,1329.48,5,1263.01
ITEM06042,TXN02022,PROD0398,2,3057.87,10,5504.17
ITEM06043,TXN02022,PROD0144,1,1878.4,15,1596.64
ITEM06044,TXN02022,PROD0261,2,932.5,15,1585.25
ITEM06045,TXN02023,PROD0276,2,2225.43,10,4005.77
ITEM06046,TXN02023,PROD0271,2,2695.04,10,4851.07
ITEM06047,TXN02023,PROD0409,2,413.67,5,785.97
ITEM06048,TXN02024,PROD0121,3,585.28,0,1755.84
ITEM06049,TXN02024,PROD0168,2,3088.44,15,5250.35
ITEM06050,TXN02024,PROD0250,2,1152.44,0,2304.88
ITEM06051,TXN02025,PROD0368,2,3139.88,5,5965.77
ITEM06052,TXN02025,PROD0407,1,4299.21,0,4299.21
ITEM06053,TXN02025,PROD0236,3,4209.73,5,11997.73
ITEM06054,TXN02025,PROD0451,1,2081.84,15,1769.56
ITEM06055,TXN02025,PROD0202,2,380.15,5,722.28
ITEM06056,TXN02026,PROD0215,3,3506.81,0,10520.43
ITEM06057,TXN02026,PROD0257,2,4798.5,15,8157.45
ITEM06058,TXN02026,PROD0439,2,1668.15,5,3169.49
ITEM06059,TXN02026,PROD0022,1,4545.54,0,4545.54
ITEM06060,TXN02027,PROD0401,1,1087.35,10,978.61
ITEM06061,TXN02027,PROD0309,2,851.79,5,1618.4
ITEM06062,TXN02027,PROD0226,2,1810.83,15,3078.41
ITEM06063,TXN02027,PROD0491,2,3695.07,15,6281.62
ITEM06064,TXN02027,PROD0494,1,4052.6,15,3444.71
ITEM06065,TXN02028,PROD0089,3,298.97,5,852.06
ITEM06066,TXN02028,PROD0300,3,2511.78,5,7158.57
ITEM06067,TXN02028,PROD0406,1,4802.55,15,4082.17
ITEM06068,TXN02028,PROD0082,3,3013.94,10,8137.64
ITEM06069,TXN02029,PROD0128,3,4961.39,15,12651.54
ITEM06070,TXN02030,PROD0059,2,398.5,0,797.0
ITEM06071,TXN02030,PROD0228,1,2902.86,15,2467.43
ITEM06072,TXN02031,PROD0478,3,1333.18,0,3999.54
ITEM06073,TXN02031,PROD0359,2,2477.83,0,4955.66
ITEM06074,TXN02031,PROD0088,1,2943.43,10,2649.09
ITEM06075,TXN02031,PROD0357,3,3257.75,5,9284.59
ITEM06076,TXN02032,PROD0051,2,2161.46,5,4106.77
ITEM06077,TXN02033,PROD0433,2,497.3,5,944.87
ITEM06078,TXN02033,PROD0251,1,1232.6,5,1170.97
ITEM06079,TXN02033,PROD0450,2,1676.45,15,2849.97
ITEM06080,TXN02034,PROD0353,3,507.01,5,1444.98
ITEM06081,TXN02035,PROD0439,2,1668.15,10,3002.67
ITEM06082,TXN02035,PROD0442,3,1548.44,5,4413.05
ITEM06083,TXN02035,PROD0047,1,1329.48,10,1196.53
ITEM06084,TXN02035,PROD0179,2,784.46,5,1490.47
ITEM06085,TXN02036,PROD0388,2,979.23,10,1762.61
ITEM06086,TXN02036,PROD0333,3,655.45,0,1966.35
ITEM06087,TXN02036,PROD0432,3,4016.46,15,10241.97
ITEM06088,TXN02037,PROD0047,2,1329.48,10,2393.06
ITEM06089,TXN02037,PROD0488,2,3596.62,0,7193.24
ITEM06090,TXN02038,PROD0029,1,1187.95,5,1128.55
ITEM06091,TXN02039,PROD0136,1,3148.52,5,2991.09
ITEM06092,TXN02039,PROD0184,3,2499.98,0,7499.94
ITEM06093,TXN02039,PROD0411,1,4028.26,10,3625.43
ITEM06094,TXN02040,PROD0007,2,1547.77,15,2631.21
ITEM06095,TXN02040,PROD0047,1,1329.48,0,1329.48
ITEM06096,TXN02040,PROD0089,1,298.97,10,269.07
ITEM06097,TXN02041,PROD0022,2,4545.54,5,8636.53
ITEM06098,TXN02041,PROD0373,2,4298.06,0,8596.12
ITEM06099,TXN02041,PROD0248,2,1679.87,5,3191.75
ITEM06100,TXN02041,PROD0306,3,371.67,0,1115.01
ITEM06101,TXN02042,PROD0037,1,1423.98,5,1352.78
ITEM06102,TXN02042,PROD0096,1,2493.54,15,2119.51
ITEM06103,TXN02042,PROD0281,2,2854.19,15,4852.12
ITEM06104,TXN02042,PROD0258,2,2619.96,0,5239.92
ITEM06105,TXN02043,PROD0332,2,3774.04,0,7548.08
ITEM06106,TXN02043,PROD0335,1,1671.05,0,1671.05
ITEM06107,TXN02043,PROD0024,1,4160.66,15,3536.56
ITEM06108,TXN02043,PROD0282,1,230.95,0,230.95
ITEM06109,TXN02044,PROD0251,1,1232.6,0,1232.6
ITEM06110,TXN02044,PROD0013,2,2263.89,0,4527.78
ITEM06111,TXN02044,PROD0201,2,3818.22,15,6490.97
ITEM06112,TXN02044,PROD0302,2,982.36,15,1670.01
ITEM06113,TXN02044,PROD0089,2,298.97,10,538.15
ITEM06114,TXN02045,PROD0468,2,3589.86,0,7179.72
ITEM06115,TXN02045,PROD0280,3,1452.42,10,3921.53
ITEM06116,TXN02046,PROD0055,1,2221.54,5,2110.46
ITEM06117,TXN02046,PROD0260,2,308.77,10,555.79
ITEM06118,TXN02046,PROD0100,3,1728.37,5,4925.85
ITEM06119,TXN02046,PROD0111,2,4360.4,5,8284.76
ITEM06120,TXN02046,PROD0112,3,3476.03,15,8863.88
ITEM06121,TXN02047,PROD0426,2,4744.05,10,8539.29
ITEM06122,TXN02047,PROD0312,1,4078.71,10,3670.84
ITEM06123,TXN02047,PROD0281,2,2854.19,15,4852.12
ITEM06124,TXN02047,PROD0396,2,1210.58,5,2300.1
ITEM06125,TXN02048,PROD0484,3,1068.06,0,3204.18
ITEM06126,TXN02048,PROD0457,3,973.52,0,2920.56
ITEM06127,TXN02048,PROD0167,1,4582.9,10,4124.61
ITEM06128,TXN02048,PROD0154,2,3884.49,0,7768.98
ITEM06129,TXN02048,PROD0351,3,2035.04,15,5189.35
ITEM06130,TXN02049,PROD0262,3,4121.98,5,11747.64
ITEM06131,TXN02049,PROD0335,3,1671.05,10,4511.84
ITEM06132,TXN02049,PROD0277,1,4380.06,0,4380.06
ITEM06133,TXN02050,PROD0479,2,3065.19,15,5210.82
ITEM06134,TXN02051,PROD0091,3,2346.94,10,6336.74
ITEM06135,TXN02051,PROD0473,1,3943.62,15,3352.08
ITEM06136,TXN02051,PROD0382,3,2948.86,0,8846.58
ITEM06137,TXN02051,PROD0156,2,3010.2,5,5719.38
ITEM06138,TXN02051,PROD0341,3,4764.18,15,12148.66
ITEM06139,TXN02052,PROD0198,3,2344.54,15,5978.58
ITEM06140,TXN02052,PROD0204,1,4689.08,0,4689.08
ITEM06141,TXN02053,PROD0332,2,3774.04,0,7548.08
ITEM06142,TXN02053,PROD0304,3,4154.95,0,12464.85
ITEM06143,TXN02053,PROD0040,3,836.21,10,2257.77
ITEM06144,TXN02054,PROD0368,1,3139.88,10,2825.89
ITEM06145,TXN02054,PROD0090,2,2955.15,15,5023.76
ITEM06146,TXN02054,PROD0222,1,2374.69,10,2137.22
ITEM06147,TXN02055,PROD0117,2,2017.68,15,3430.06
ITEM06148,TXN02055,PROD0268,3,338.68,15,863.63
ITEM06149,TXN02056,PROD0452,2,4270.38,10,7686.68
ITEM06150,TXN02056,PROD0141,3,1361.81,0,4085.43
ITEM06151,TXN02056,PROD0196,1,1790.76,0,1790.76
ITEM06152,TXN02057,PROD0423,1,628.08,15,533.87
ITEM06153,TXN02057,PROD0250,3,1152.44,5,3284.45
ITEM06154,TXN02058,PROD0400,2,740.87,0,1481.74
ITEM06155,TXN02058,PROD0387,3,4914.8,10,13269.96
ITEM06156,TXN02059,PROD0018,1,1719.25,5,1633.29
ITEM06157,TXN02060,PROD0029,2,1187.95,5,2257.11
ITEM06158,TXN02060,PROD0166,1,2862.99,0,2862.99
ITEM06159,TXN02060,PROD0184,2,2499.98,0,4999.96
ITEM06160,TXN02060,PROD0417,2,3727.3,10,6709.14
ITEM06161,TXN02061,PROD0360,2,1576.07,5,2994.53
ITEM06162,TXN02061,PROD0099,2,2934.16,5,5574.9
ITEM06163,TXN02062,PROD0227,2,2054.35,5,3903.26
ITEM06164,TXN02062,PROD0179,2,784.46,15,1333.58
ITEM06165,TXN02062,PROD0365,2,1846.38,15,3138.85
ITEM06166,TXN02062,PROD0253,3,3717.09,15,9478.58
ITEM06167,TXN02062,PROD0086,2,703.06,0,1406.12
ITEM06168,TXN02063,PROD0221,3,360.84,15,920.14
ITEM06169,TXN02064,PROD0131,3,2240.84,15,5714.14
ITEM06170,TXN02064,PROD0427,2,3407.6,15,5792.92
ITEM06171,TXN02065,PROD0493,1,4302.99,10,3872.69
ITEM06172,TXN02065,PROD0360,2,1576.07,10,2836.93
ITEM06173,TXN02066,PROD0275,1,3487.22,0,3487.22
ITEM06174,TXN02066,PROD0065,3,3828.38,10,10336.63
ITEM06175,TXN02066,PROD0010,1,4752.66,15,4039.76
ITEM06176,TXN02066,PROD0097,1,4608.52,0,4608.52
ITEM06177,TXN02066,PROD0012,2,1972.71,10,3550.88
ITEM06178,TXN02067,PROD0304,3,4154.95,15,10595.12
ITEM06179,TXN02067,PROD0201,2,3818.22,5,7254.62
ITEM06180,TXN02068,PROD0135,2,1125.5,0,2251.0
ITEM06181,TXN02068,PROD0256,2,2074.33,10,3733.79
ITEM06182,TXN02068,PROD0348,2,4905.45,10,8829.81
ITEM06183,TXN02068,PROD0484,1,1068.06,10,961.25
ITEM06184,TXN02068,PROD0097,2,4608.52,10,8295.34
ITEM06185,TXN02069,PROD0475,3,2258.88,15,5760.14
ITEM06186,TXN02069,PROD0015,3,3237.3,5,9226.31
ITEM06187,TXN02069,PROD0363,1,2380.05,10,2142.05
ITEM06188,TXN02069,PROD0336,1,1212.34,0,1212.34
ITEM06189,TXN02069,PROD0199,3,2622.69,5,7474.67
ITEM06190,TXN02070,PROD0320,2,1370.21,5,2603.4
ITEM06191,TXN02070,PROD0386,2,2502.68,15,4254.56
ITEM06192,TXN02071,PROD0097,3,4608.52,0,13825.56
ITEM06193,TXN02071,PROD0035,1,4071.06,15,3460.4
ITEM06194,TXN02072,PROD0209,1,3111.13,0,3111.13
ITEM06195,TXN02072,PROD0433,1,497.3,0,497.3
ITEM06196,TXN02072,PROD0432,3,4016.46,5,11446.91
ITEM06197,TXN02072,PROD0241,2,1584.15,10,2851.47
ITEM06198,TXN02072,PROD0073,2,1414.44,10,2545.99
ITEM06199,TXN02073,PROD0490,3,3931.34,0,11794.02
ITEM06200,TXN02073,PROD0263,3,2239.68,5,6383.09
ITEM06201,TXN02074,PROD0391,3,806.45,5,2298.38
ITEM06202,TXN02074,PROD0440,1,2495.76,15,2121.4
ITEM06203,TXN02074,PROD0108,1,3438.61,5,3266.68
ITEM06204,TXN02075,PROD0203,2,3892.6,10,7006.68
ITEM06205,TXN02075,PROD0356,2,1957.32,15,3327.44
ITEM06206,TXN02076,PROD0203,1,3892.6,0,3892.6
ITEM06207,TXN02076,PROD0073,3,1414.44,5,4031.15
ITEM06208,TXN02076,PROD0127,3,2324.8,10,6276.96
ITEM06209,TXN02076,PROD0370,2,881.61,0,1763.22
ITEM06210,TXN02077,PROD0381,3,3451.4,10,9318.78
ITEM06211,TXN02077,PROD0171,1,1091.73,15,927.97
ITEM06212,TXN02077,PROD0440,2,2495.76,10,4492.37
ITEM06213,TXN02077,PROD0060,1,4849.84,5,4607.35
ITEM06214,TXN02077,PROD0031,2,673.12,0,1346.24
ITEM06215,TXN02078,PROD0470,3,577.38,0,1732.14
ITEM06216,TXN02078,PROD0003,1,3055.36,5,2902.59
ITEM06217,TXN02078,PROD0144,1,1878.4,15,1596.64
ITEM06218,TXN02079,PROD0357,1,3257.75,5,3094.86
ITEM06219,TXN02079,PROD0341,3,4764.18,0,14292.54
ITEM06220,TXN02079,PROD0184,1,2499.98,15,2124.98
ITEM06221,TXN02079,PROD0203,2,3892.6,5,7395.94
ITEM06222,TXN02079,PROD0019,1,4604.02,10,4143.62
ITEM06223,TXN02080,PROD0421,3,414.81,0,1244.43
ITEM06224,TXN02080,PROD0090,1,2955.15,10,2659.64
ITEM06225,TXN02081,PROD0235,2,4116.11,5,7820.61
ITEM06226,TXN02081,PROD0074,3,4667.81,15,11902.92
ITEM06227,TXN02081,PROD0432,3,4016.46,0,12049.38
ITEM06228,TXN02082,PROD0199,2,2622.69,15,4458.57
ITEM06229,TXN02082,PROD0184,1,2499.98,10,2249.98
ITEM06230,TXN02082,PROD0080,1,1786.48,5,1697.16
ITEM06231,TXN02082,PROD0018,3,1719.25,15,4384.09
ITEM06232,TXN02083,PROD0014,3,3961.86,5,11291.3
ITEM06233,TXN02083,PROD0254,2,2250.88,5,4276.67
ITEM06234,TXN02083,PROD0114,3,419.13,0,1257.39
ITEM06235,TXN02083,PROD0322,2,4248.07,10,7646.53
